  -2.3222788663463968e+08   3.1005002712452495e+08   8.9516867261437997e+07   7.3843029166666663e+05
  -2.3198232721133330e+08   3.0974991198421651e+08   8.9426169046883330e+07   7.3843029236111115e+05
  -2.3173679839141470e+08   3.0944977253771496e+08   8.9335470496856526e+07   7.3843029305555555e+05
  -2.3149130017587590e+08   3.0914960878662443e+08   8.9244771611349374e+07   7.3843029374999995e+05
  -2.3124583256731144e+08   3.0884942073871857e+08   8.9154072390521854e+07   7.3843029444444447e+05
  -2.3100039556340092e+08   3.0854920838309848e+08   8.9063372833999217e+07   7.3843029513888888e+05
  -2.3075498916679633e+08   3.0824897172746664e+08   8.8972672941966102e+07   7.3843029583333328e+05
  -2.3050961337830722e+08   3.0794871077318108e+08   8.8881972714387849e+07   7.3843029652777780e+05
  -2.3026426819890919e+08   3.0764842552140385e+08   8.8791272151261181e+07   7.3843029722222220e+05
  -2.3001895362942049e+08   3.0734811597329879e+08   8.8700571252539113e+07   7.3843029791666672e+05
  -2.2977366967237496e+08   3.0704778213646656e+08   8.8609870018407971e+07   7.3843029861111112e+05
  -2.2952841632557723e+08   3.0674742400035006e+08   8.8519168448490977e+07   7.3843029930555553e+05
  -2.2928319359173355e+08   3.0644704157318491e+08   8.8428466542963877e+07   7.3843030000000005e+05
  -2.2903800147184205e+08   3.0614663485664499e+08   8.8337764301816523e+07   7.3843030069444445e+05
  -2.2879283996673584e+08   3.0584620385172093e+08   8.8247061725020424e+07   7.3843030138888885e+05
  -2.2854770907729352e+08   3.0554574855972487e+08   8.8156358812559649e+07   7.3843030208333337e+05
  -2.2830260880441025e+08   3.0524526898215479e+08   8.8065655564389408e+07   7.3843030277777778e+05
  -2.2805753914913887e+08   3.0494476512051249e+08   8.7974951980530053e+07   7.3843030347222218e+05
  -2.2781250011222985e+08   3.0464423697594792e+08   8.7884248060915098e+07   7.3843030416666670e+05
  -2.2756749169461972e+08   3.0434368454979473e+08   8.7793543805532008e+07   7.3843030486111110e+05
  -2.2732251389734012e+08   3.0404310784388077e+08   8.7702839214370623e+07   7.3843030555555550e+05
  -2.2707756672142529e+08   3.0374250685998458e+08   8.7612134287426546e+07   7.3843030625000002e+05
  -2.2683265016771486e+08   3.0344188159941733e+08   8.7521429024671555e+07   7.3843030694444443e+05
  -2.2658776423700723e+08   3.0314123206301928e+08   8.7430723426045403e+07   7.3843030763888895e+05
  -2.2634290893020454e+08   3.0284055825229049e+08   8.7340017491533786e+07   7.3843030833333335e+05
  -2.2609808424840134e+08   3.0253986016911393e+08   8.7249311221138686e+07   7.3843030902777775e+05
  -2.2585329019255522e+08   3.0223913781536561e+08   8.7158604614820495e+07   7.3843030972222227e+05
  -2.2560852676361972e+08   3.0193839119249839e+08   8.7067897672582090e+07   7.3843031041666667e+05
  -2.2536379396244088e+08   3.0163762030163258e+08   8.6977190394346237e+07   7.3843031111111108e+05
  -2.2511909178983274e+08   3.0133682514381176e+08   8.6886482780111969e+07   7.3843031180555560e+05
  -2.2487442024660140e+08   3.0103600572018117e+08   8.6795774829823017e+07   7.3843031250000000e+05
  -2.2462977933203554e+08   3.0073516202586055e+08   8.6705066543263987e+07   7.3843031319444440e+05
  -2.2438516905032551e+08   3.0043429407497126e+08   8.6614357920780182e+07   7.3843031388888892e+05
  -2.2414058940084910e+08   3.0013340186286551e+08   8.6523648962164044e+07   7.3843031458333333e+05
  -2.2389604038450959e+08   2.9983248539121330e+08   8.6432939667384595e+07   7.3843031527777773e+05
  -2.2365152200227231e+08   2.9953154466150564e+08   8.6342230036417022e+07   7.3843031597222225e+05
  -2.2340703425500774e+08   2.9923057967512000e+08   8.6251520069220394e+07   7.3843031666666665e+05
  -2.2316257714195672e+08   2.9892959042705721e+08   8.6160809765582427e+07   7.3843031736111105e+05
  -2.2291815066718289e+08   2.9862857693098301e+08   8.6070099125813231e+07   7.3843031805555557e+05
  -2.2267375482996428e+08   2.9832753918188936e+08   8.5979388149699137e+07   7.3843031874999998e+05
  -2.2242938963112783e+08   2.9802647718118358e+08   8.5888676837198094e+07   7.3843031944444450e+05
  -2.2218505507000855e+08   2.9772539092416221e+08   8.5797965188093469e+07   7.3843032013888890e+05
  -2.2194075115078399e+08   2.9742428042494428e+08   8.5707253202716634e+07   7.3843032083333330e+05
  -2.2169647787279266e+08   2.9712314567873883e+08   8.5616540880852208e+07   7.3843032152777782e+05
  -2.2145223523519903e+08   2.9682198668054736e+08   8.5525828222278953e+07   7.3843032222222222e+05
  -2.2120802324209800e+08   2.9652080344406086e+08   8.5435115227304697e+07   7.3843032291666663e+05
  -2.2096384189275932e+08   2.9621959596449345e+08   8.5344401895709321e+07   7.3843032361111115e+05
  -2.2071969118647686e+08   2.9591836423713315e+08   8.5253688227277175e+07   7.3843032430555555e+05
  -2.2047557112746671e+08   2.9561710827602601e+08   8.5162974222339243e+07   7.3843032499999995e+05
  -2.2023148171492475e+08   2.9531582807633823e+08   8.5072259880656824e+07   7.3843032569444447e+05
  -2.1998742294806677e+08   2.9501452363293487e+08   8.4981545202003077e+07   7.3843032638888888e+05
  -2.1974339483091080e+08   2.9471319495944875e+08   8.4890830186692864e+07   7.3843032708333328e+05
  -2.1949939736161545e+08   2.9441184204531747e+08   8.4800114834484488e+07   7.3843032777777780e+05
  -2.1925543054338682e+08   2.9411046490352368e+08   8.4709399145355895e+07   7.3843032847222220e+05
  -2.1901149437432653e+08   2.9380906352363849e+08   8.4618683119080201e+07   7.3843032916666672e+05
  -2.1876758885852602e+08   2.9350763791935354e+08   8.4527966755947158e+07   7.3843032986111112e+05
  -2.1852371399347791e+08   2.9320618807920331e+08   8.4437250055553526e+07   7.3843033055555553e+05
  -2.1827986978326234e+08   2.9290471401665992e+08   8.4346533018186927e+07   7.3843033125000005e+05
  -2.1803605622547558e+08   2.9260321572081202e+08   8.4255815643453091e+07   7.3843033194444445e+05
  -2.1779227332444403e+08   2.9230169320609641e+08   8.4165097931673199e+07   7.3843033263888885e+05
  -2.1754852107778752e+08   2.9200014646170813e+08   8.4074379882438943e+07   7.3843033333333337e+05
